"Binomial","Genus","Species","FBname","SpecCode","SpeciesRefNo","LongevityWild","LongevityCaptive","Length","LTypeMaxM","LengthFemale","LTypeMaxF","CommonLength","LTypeComM","CommonLengthF","LTypeComF","Weight","WeightFemale","MaxWeightRef","Median_T","lcl_T","ucl_T","n_T","Herbivory2","DietTroph","DietSeTroph","DietRemark","DietRef","FoodTroph","FoodSeTroph","FoodRemark","FoodRef","Troph","seTroph","TrophObserved"
"Hiodon_alosoides","Hiodon","alosoides","Goldeye","2666",1998,14,NA,52,"FL",NA,NA,"31","OT",NA,NA,1720,NA,4699,9.19999980926514,NA,NA,1,"mainly animals (troph. 2.8 and up)",3.19,0.214,"Troph of adults from 2 studies.","30207",3.74,0.56,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.19000005722046,0.214000001549721,TRUE
"Hiodon_tergisus","Hiodon","tergisus","Mooneye","2667",5723,10,NA,47,"TL",NA,NA,"28.25","TL",NA,NA,907,NA,3221,5.19999980926514,NA,NA,2,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.72,0.56,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.72000002861023,0.560000002384186,TRUE
"Hippoglossoides_elassodon","Hippoglossoides","elassodon","Flathead sole","519",2850,27,NA,52,"SL",NA,NA,NA,NA,NA,NA,1560,NA,56370,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.67,0.142,"Troph of juv./adults from 5 studies.","37513",3.46,0.53,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.67000007629395,0.142000004649162,TRUE
"Hippoglossoides_platessoides","Hippoglossoides","platessoides","American plaice","4239",30193,30,NA,82.5999984741211,"TL",NA,NA,NA,NA,NA,NA,6400,NA,7251,13.1000003814697,8.80000019073486,14.5,12,"mainly animals (troph. 2.8 and up)",4.08,NA,"Troph of adults from 1 study.","28079",3.61,0.8,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.73000001907349,0.479999989271164,FALSE
"Hippoglossoides_robustus","Hippoglossoides","robustus","Bering flounder","4240",30193,NA,NA,30,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09999990463257,NA,NA,2,"mainly animals (troph. 2.8 and up)",3.65,0.193,"Troph of juv./adults from 2 studies.","75190",4.2,0.73,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.65000009536743,0.193000003695488,TRUE
"Hippoglossus_hippoglossus","Hippoglossus","hippoglossus","Atlantic halibut","1371",4705,50,NA,470,"TL","300","TL",NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",4,0.454,"Troph of juv./adults from 4 studies.","13655",4.28,0.74,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4,0.453999996185303,TRUE
"Hippoglossus_stenolepis","Hippoglossus","stenolepis","Pacific halibut","514",2850,55,NA,258,"TL","267","TL",NA,NA,NA,NA,363000,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",4.14,0.236,"Troph of juv./adults from 7 studies.","37513",3.92,0.68,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.1399998664856,0.236000001430511,TRUE
"Histiobranchus_bathybius","Histiobranchus","bathybius","Deep-water arrowtooth eel","6958",31334,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,3500,31334,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4.16,0.56,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4.15999984741211,0.560000002384186,TRUE
"Holtbyrnia_anomala","Holtbyrnia","anomala","Bighead searsid","11312",6682,NA,NA,25,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4300000667572,0.5,FALSE
"Holtbyrnia_latifrons","Holtbyrnia","latifrons","Streaklight tubeshoulder","54586",12204,NA,NA,25,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4300000667572,0.5,FALSE
"Holtbyrnia_macrops","Holtbyrnia","macrops","Bigeye searsid","11338",6682,NA,NA,20,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39000010490417,0.490000009536743,FALSE
"Howella_atlantica","Howella","atlantica","Atlantic pelagic basslet","67032",35204,NA,NA,10.8599996566772,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33999991416931,0.469999998807907,FALSE
"Howella_sherborni","Howella","sherborni","Sherborn's pelagic bass","5054",2710,NA,NA,8,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.1,0.3,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.09999990463257,0.300000011920929,TRUE
"Hybognathus_argyritis","Hybognathus","argyritis","Western silvery minnow","2772",86798,NA,NA,12,"TL",NA,NA,"10","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly plants/detritus (troph. 2-2.19)",NA,NA,"NA","NA",2,0,"Trophic level and s.e. inferred from exclusive plant/detritus food items.",NA,2,0,TRUE
"Hybognathus_hankinsoni","Hybognathus","hankinsoni","Brassy minnow","2773",86798,NA,NA,9.69999980926514,"TL",NA,NA,"7.599999904632568","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"plants/detritus+animals (troph. 2.2-2.79)",NA,NA,"NA","NA",3.09,0.4,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.08999991416931,0.400000005960464,TRUE
"Hybognathus_placitus","Hybognathus","placitus","Plains minnow","2776",86798,NA,NA,13,"TL",NA,NA,"7","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",NA,NA,"NA",NA,2.0699999332428,0,FALSE
"Hybognathus_regius","Hybognathus","regius","Eastern silvery minnow","2777",86798,NA,NA,15,"TL",NA,NA,"8.75","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly plants/detritus (troph. 2-2.19)",NA,NA,"NA","NA",2,0,"Trophic level and s.e. inferred from exclusive plant/detritus food items.",NA,2,0,TRUE
"Hydrolagus_affinis","Hydrolagus","affinis","Smalleyed rabbitfish","5441",3330,NA,NA,130,"TL","125","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",4,0.61,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,4,0.610000014305115,TRUE
"Hydrolagus_colliei","Hydrolagus","colliei","Spotted ratfish","2589",6793,NA,NA,100,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59999990463257,NA,NA,2,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.68,0.54,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.6800000667572,0.540000021457672,TRUE
"Hygophum_benoiti","Hygophum","benoiti","Benoit's lanternfish","1718",4479,NA,NA,5.5,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",3,0,"Tentative trophic level derived from 1 + troph of a single food item",NA,3,0,TRUE
"Hygophum_hygomii","Hygophum","hygomii","Bermuda lantern fish","1719",4479,NA,NA,6.80000019073486,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA",3,0,"Tentative trophic level derived from 1 + troph of a single food item",NA,3,0,TRUE
"Hygophum_reinhardtii","Hygophum","reinhardtii","Reinhardt's lantern fish","4520",4479,NA,NA,6,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.21,0.31,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.21000003814697,0.310000002384186,TRUE
"Hygophum_taaningi","Hygophum","taaningi","Tåning’s lanternfish","16291",4479,NA,NA,6.09999990463257,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.15,NA,"Troph of adults from 1 study.","37512",3,0,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.1800000667572,0.319999992847443,FALSE
"Hypentelium_nigricans","Hypentelium","nigricans","Northern hog sucker","2990",5723,NA,NA,61,"TL",NA,NA,"29.75","TL",NA,NA,480,NA,40637,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.3,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.29999995231628,0.430000007152557,TRUE
"Hyperprosopon_ellipticum","Hyperprosopon","ellipticum","Silver surfperch","3632",2850,7,NA,27,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3199999332428,0.46000000834465,FALSE
"Hypomesus_olidus","Hypomesus","olidus","Pond smelt","254",33312,10,NA,20,"TL",NA,NA,"11.25","TL",NA,NA,50,NA,56527,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.21,0.32,"Troph of juv./adults from 1 study.","9010",2.92,0.26,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.21000003814697,0.319999992847443,TRUE
"Hypomesus_pretiosus","Hypomesus","pretiosus","Surf smelt","255",33312,5,NA,30.5,"TL",NA,NA,"15","TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.4300000667572,0.4134,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.4300000667572,0.413399994373322,TRUE
"Hypsagonus_quadricornis","Hypsagonus","quadricornis","Fourhorn poacher","4164",2850,7,NA,12,"TL",NA,NA,"10","TL",NA,NA,24,NA,56580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22000002861023,0.129999995231628,FALSE
"Icelinus_borealis","Icelinus","borealis","Northern sculpin","4099",2850,NA,NA,10.1999998092651,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.6,0.59,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.59999990463257,0.589999973773956,TRUE
"Icelinus_burchami","Icelinus","burchami","Dusky sculpin","4100",2850,NA,NA,13,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53999996185303,0.529999971389771,FALSE
"Icelinus_filamentosus","Icelinus","filamentosus","Threadfin sculpin","4102",2850,NA,NA,27,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.45,0.56,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.45000004768372,0.560000002384186,TRUE
"Icelinus_fimbriatus","Icelinus","fimbriatus","Fringed sculpin","4103",2850,NA,NA,19,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65000009536743,0.550000011920929,FALSE
"Icelinus_tenuis","Icelinus","tenuis","Spotfin sculpin","4106",2850,NA,NA,14,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.6,0.59,"Tentative trophic level derived from 1 + troph of a single food item",NA,3.59999990463257,0.589999973773956,TRUE
"Icelus_bicornis","Icelus","bicornis","Twohorn sculpin","4107",7251,NA,NA,15.6999998092651,"SL",NA,NA,"7","SL","12","SL",NA,NA,NA,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",NA,NA,"NA","NA",3.13,0.35,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.13000011444092,0.349999994039536,TRUE
"Icelus_spatula","Icelus","spatula","Spatulate sculpin","4108",7251,7,NA,21,"TL",NA,NA,"12.899999618530273","TL",NA,NA,160,NA,56590,NA,NA,NA,NA,"mainly animals (troph. 2.8 and up)",3.92,0.45,"Troph of juv./adults from 1 study.","56590",3.37,0.48,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,3.92000007629395,0.449999988079071,TRUE
